Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.973041917,2.801155052,4.139065387,2.286217068,2.560161323,2.30468733,2.372651837,4.669008419,0.326276652,2.430040841,3.289449396,2.3890541,-0.399357676,-1.354988854,-2.096997691,-1.429166667,0.531766496,1.435491195,0.250370997,-0.638422798,2.446088672,8.39548298,3.541341888,1.800230186
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08650007,20.81302954,10.03942984,8.990523615,8.758774729,8.596156667,10.69836553,2.135448444,3.775388292,4.66267557,1.90298097,0.118739206,2.760107817,1.857097891,2.533992583,2.853124372,6.358663802,1.019377353,1.472727273,1.917219136,3.287623066,1.438297872,0.34398859,0.309364548,0.683504209,2.450533985,2.149494949,2.847875959,3.161295285,3.839844915,15.10016515,10.66126014,2.435312024
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.536612343,2.293695007,2.843270198,2.966959776,2.335735812,3.242319237,3.533060355,1.796049922,1.470289313,1.912678488,3.450249364,5.240974483,5.484933122,7.032023993,6.986431093,5.910336263,4.246631023,3.734162406,2.718696961,4.043620065,5.441057545,6.344242777,5.241045072,3.293414743,2.405793399,2.066233012,-0.129413361,0.249906109,1.27411894,2.780569556,2.696468243,4.047032598,5.056977967,4.474576508,2.693056399,1.706160413,1.44972702,1.939371989,0.911183535,0.585433064,1.440268387,1.983857313,1.420806156,1.034222186,1.665736967,1.546911148,1.577426428,2.298344007,2.628379816,0.312739007,1.103810378,2.075172837,2.008488848,1.504723303,0.906794,0.514426137,0.491747008,1.509494851,1.732168798,1.445659769,0.144877926,3.066666667,6.872574386,5.946436677,2.256498143
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.068713948,3.731209508,2.706032429,1.341864943,-0.847389734,2.738412087,0.568112117,0.14797085,3.319253727,1.777407838,1.181917753,5.17980848,1.495068165,2.07655388
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17005533,1.453368004,2.394109821,1.681900799,2.202391326,3.632221293,6.359921833,0.006263571,2.999366305,1.131231365,1.356771478,-0.046411647,0.799250373,-0.843826985,0.141816226,0.296252889,0.989191119,1.504623539,1.220264422,2.228913307,2.884902268,5.086774832,2.589738691
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,8.005207104,3.487919244,6.514841417,5.869869591,6.562360903,9.30338298,15.27520622,9.605612075,9.010290836,10.92223781,10.21365457,9.611050379,12.30532408,11.76738743,10.12082568,6.908228812,6.29077936,4.678751452,3.678184119,4.019993457,4.53513301,4.772723424,2.641603064,2.395153317,2.096044429,1.25785668,1.992014638,2.083608424,2.126298023,2.182166779,1.84565122,2.497795444,2.903282032,2.337870003,2.424436612,2.075078206,1.154356931,1.817814583,1.924221385,1.693265862,3.416267943,1.30470991,2.31092437,2.758682261,2.397914857,0.78907178,0.56402054,0.452034154,0.25,1.14713217,0.813609467,0.758131573,0.420711974,1.85304544,7.696566999,3.305178112,1.372200498
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.724135662,8.883068488,5.223367698,27.44971274,51.46085983,4.190202605,7.572805239,6.143566552,10.6446211,1.442151318,6.329932201,5.796768092,3.694497079,4.830950967,2.998642261,0.836746347,1.614166072,3.279556947,3.56443426,1.81060377,3.781031799,8.24300348,8.811092093,4.78561281,3.30223339
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.311499185,3.678995747,4.858590628,5.737060361,3.911061955,4.524211505,8.891450911,3.25423911,2.916926921,4.784447007,6.397694803,5.59111591,4.269990205,1.951768211,2.415130941,7.226063074,9.265515516,9.322173759,4.046114553
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.196915803,10.33682692,4.29706573,3.534912392,5.235415915,3.020931707,2.767295977,2.826933421,1.223931955,1.917310902,2.912635574,3.198347559,1.942575008,2.406292144,2.698918595,5.377349082,5.978025155,2.682579424
Early-demographic dividend,EAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.810685505,6.372881356,10.44698751,4.530176591,4.332982072,5.796768092,5.012452374,4.794823595,4.018616081,3.129002745,3.523173176,3.602477413,3.975610157,2.762520194,2.963549921,4.149680034,7.198616156,5.88585897,3.30223339
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.764002592,8.026267269,1.771117166,2.918340027,4.869938597,2.934316093,2.516288151,2.499399519,0.795279631,1.276990945,1.800342225,2.368549058,1.703978632,0.846905537,2.477102415,5.345954409,5.215369277,2.355627261
Europe & Central Asia (excluding high income),ECA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.525309345,9.737500361,12.59701702,4.258949363,6.777746691,7.858333333,3.316055667,4.597878974,3.068812104,4.027685737,2.134927139,4.603573558,2.565728801,2.643281927,2.746150782,6.917567711,13.88758417,9.073651498,3.48974086
Europe & Central Asia,ECS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.068977325,2.201143135,2.2524133,2.325221521,3.118136581,3.589834133,2.801155052,2.223556944,2.365362041,2.487696652,3.213629296,2.895003215,6.042512539,1.30470991,2.418906395,3.856112447,2.773338541,1.734039635,0.620490637,0.368046842,0.388838297,1.915588465,2.013219723,1.763735865,1.199983969,3.19017771,10.78058068,7.446877174,2.749549776
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,5.17127612,9.52167078,7.5251179,12.12814646,22.70408162,14.28967429,10.17463012,12.94441387,13.09813858,10.11719087,11.90928938,14.04796867,16.28448805,48.41822208,31.21958151,27.99361074,23.03022611,29.50399725,58.21628654,75.6481901,48.519113,48.71808068,54.60782151,44.95505376,27.31088179,22.93413441,24.41145922,30.65756757,36.09843316,52.24200519,96.09637569,37.67674545,12.48359801,7.929364875,2.743231989,2.168277012,3.298748463,2.27618478,8.40009594,5.159968292,3.554377346,4.474532658,5.10172181,2.721775777,3.589220166,3.966646233,1.728264633,0.417335589,-0.224103246,0.266012515,-0.338872393,0.133251386,3.466169722,2.215687642,1.547325156
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06492599,7.111729433,9.469719811,10.07021547,10.37049034,13.81360621,29.50660839,14.40146578,9.152799593,5.04493289,5.214049405,13.89566098,33.88477631,28.27058993
Euro area,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.741180847,1.870849614,2.843270198,3.184662728,3.868563549,3.908037828,3.873654019,3.455332183,2.764864473,2.657252734,4.372824416,5.240974483,6.063003097,8.022209959,13.64931747,12.76819859,9.797346437,10.6439508,7.755231446,9.056847842,12.57859905,13.31440557,11.97847195,9.459548472,7.673802622,5.395486202,2.933579204,3.288898214,2.700815275,4.089053882,3.44831218,4.047032598,5.163783977,4.521824122,3.502625774,3.373840304,2.572999199,2.007090877,1.95711095,1.66345995,2.853030393,2.724493266,2.633239122,2.38551386,2.216207889,2.47212179,2.720047505,2.482315467,4.11407022,0.437175413,1.520575579,3.288014272,2.541544741,1.310233556,0.220195628,-0.08520723,0.166009884,1.375036415,1.689239658,1.441239669,0.18693814,2.486504381,8.471176456,5.78431555,2.18497407
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.177771084,0.809252874,5.706477193,8.743697684,6.97924674,13.21413784,6.240367083,6.391631088,4.954366117,2.160347136,5.731144843,8.236887149,8.272287549,11.41670761,15.6803734,16.95328593,17.62488005,24.53806329,19.7736705,15.6602356,15.5619021,14.54934572,14.41500205,12.17407274,11.28027656,8.814455067,8.794939323,5.248018635,4.837270665,6.79143584,6.721819522,5.934213443,5.924531262,4.569071737,4.71841374,4.673803376,3.558845593,1.971073956,1.834329999,2.31034814,3.433515634,3.589834133,3.065656859,3.038888394,3.039248811,3.368814098,3.515575768,2.786797458,4.07534336,-0.287813084,1.799864577,3.196101888,2.446127824,1.408581092,-0.151114838,-0.50036571,-0.202598,1.956076334,1.674981369,0.699518994,-0.322753017,3.09313512,8.390576341,3.532361335,2.774178265
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.296110897,4.018489525,5.748279817,3.571912702,1.334991165,3.048111075,4.079714232,4.437620424,6.601326031,10.36235803,-0.078408311,2.97204512,4.981901315,3.933399873,2.78056659,-0.106175147,-0.492326007,0.148684908,3.417235495,3.436326884,2.277259312,-0.444531098,4.653166738,19.39826341,9.15922508,3.520560533
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675089102,13.6740452,3.327370479,9.969971235,12.29947631,17.24040083,44.35668588,8.483644045,8.14926403,33.24995988,23.60041768,7.464021929,6.890019516,9.56889956,6.628133372,10.68711503,13.83303566,15.80963217,20.35634686,26.83952216,33.88987971,30.21882781,21.03774606
European Union,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,11.18202146,8.524954606,8.539005946,12.93395146,11.93566298,9.852876662,8.771146561,7.859022506,5.61329297,3.752612892,4.066511159,4.686201838,5.516277402,6.149565312,4.310212898,5.270589986,4.626734683,4.051842181,4.222816141,3.313911459,2.145706203,2.183408634,2.157179181,3.042100807,3.373968322,2.465323192,2.098472191,2.286217068,2.456546929,2.666314946,2.510665652,4.164971935,0.839262247,1.531122704,3.289449396,2.662841655,1.219993423,0.199343827,-0.06164468,0.183334861,1.429107433,1.73860862,1.630522608,0.476498853,2.554506996,8.833698867,6.299424874,2.435312024
Fragile and conflict affected situations,FCS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.033781205,5.478295943,4.446484353,2.432941416,3.169097968,3.787226876,4.251037751,3.214539255,2.377587328,2.930871841,4.371477158,7.005309454,7.114592053,4.426226079
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.418127254,1.691001915,4.383982782,4.996381886,10.27586074,4.940588068,3.873654019,5.377781834,9.191667995,2.205610935,2.740420431,6.475765431,6.662497835,10.75447188,16.9364,17.81139723,14.34269309,11.79334692,7.799350746,7.466961513,11.59461925,11.30575665,9.584927647,8.366292606,7.067656383,5.195621954,2.933579204,4.113028862,5.085928614,6.592909802,6.149565312,4.310212898,2.919323193,2.190653196,1.088556776,0.791239407,0.629194238,1.192558834,1.399473786,1.162231557,3.042100807,2.578440801,1.571220128,0.877440386,0.187120559,0.62387445,1.566663807,2.510665652,4.065953554,-9.17E-07,1.184135232,3.416807543,2.808336226,1.478286157,1.041196212,-0.20792884,0.356684501,0.754015047,1.083820984,1.02409393,0.290554556,2.194574323,7.123507733,6.250643222,1.565689062
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13103559,3.689012297,7.278117827,3.423375234,2.913541936,0.519306475,1.374885426,3.863225382,3.347578348,4.081476376,1.773101825,-2.595243259,0.155855722,4.520192664,2.148174406,4.511382565
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.139935755,2.400461045,5.331280071,4.999152898,3.211191703,2.703104559,2.602000766,2.791777094,4.543204864,6.045962842,5.299641246,5.397518656,6.063003097,7.380601064,13.64931747,11.68592725,9.625495782,9.494554672,9.250558467,10.64673417,13.56257885,13.31440557,11.97847195,9.459548472,7.673802622,5.831099739,2.538525918,3.288898214,2.700815275,3.498302207,3.19428338,3.213407324,2.363760463,2.104462771,1.655515329,1.796481421,1.982883651,1.20394294,0.651126868,0.537141639,1.675959887,1.634780795,1.923412287,2.098472191,2.142089646,1.745869364,1.675124496,1.48799806,2.812861949,0.087620478,1.531122704,2.111597952,1.954195316,0.863715498,0.507758823,0.037514381,0.183334861,1.032282751,1.850815083,1.108254923,0.476498853,1.64233141,5.222367484,4.878357265,1.999049423
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.158518106,0.502497351,-0.111442426,0.126643348,2.276696982,4.257699782,4.637370086,3.30634278,8.423725662,6.393602577,3.313709631,5.082594039,5.01850353,1.752327374,0.650284892,-0.298115837,-1.037468064,0.582253735,1.498400236,1.923851708,0.554594631,3.191284066,5.408743755,,
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.263317078,2.652418287,0.505441059,4.690457518,-0.338795189,2.106707128,2.651925831,4.749066521,2.464567562,1.352761107,1.086907465,4.231247983,3.629015342,1.173119984
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.003575704,3.44749623,4.196498882,2.01854356,3.281586947,4.773774554,3.909617792,2.482115605,4.697427988,5.44666363,6.366568417,9.444837423,7.071098395,9.196033167,16.04401119,24.20728767,16.55952256,15.84026675,8.263141039,13.42127998,17.96592427,11.87662651,8.598863833,4.609303273,4.960710978,6.07139434,3.427609404,4.148922321,4.155351716,5.760249092,8.063460909,7.461782957,4.591549296,2.558577969,2.219012605,2.697495183,2.851782364,2.201143135,1.820561637,1.752950801,1.182956242,1.532349603,1.520402459,1.376500385,1.390397567,2.08913649,2.455661664,2.386561508,3.521408563,1.961731736,2.492654725,3.856112447,2.573234797,2.291666667,1.451120163,0.368046842,1.008417368,2.557755776,2.292839903,1.738104601,0.989486704,2.518371096,7.922048831,6.793967068,3.271572946
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.160965084,9.244897456,9.999487616,1.727514611,7.110178975,8.542933333,-0.943658853,-0.512058411,3.068812104,4.003578207,2.134927139,6.035317253,2.615244714,4.852898217,5.20246489,9.566914338,11.89816542,2.487760566,1.10971758
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.865397851,40.24093312,41.50949629,9.360932396,29.77297972,18.04273882,15.43899202,11.67918394,10.73426655,16.49463961,19.24694822,10.73338984,8.728459371,11.18634094,11.66619231,15.48961603,17.1499695,17.45463471,12.37192155,7.808765166,7.143640033,9.887289563,9.971088675,31.2558951,38.10696563,22.84832812
Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.17556561,23.06561294,4.68438869,15.05026886,21.31692685,15.2262941,11.88758845,6.150505567,11.7800825,8.172681123,8.914359479,9.827617013,9.470010393,10.60162034,12.59728826,10.493041,7.804975919,8.123139149
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.056503424,5.369134738,4.443654909,4.561506877,5.049680759,4.795882662,4.254321998,5.699129896,5.947999357,6.808454946,7.228792721,8.034189745,6.520968239,7.115676256,5.931276366,7.370347589,11.51311984,16.97421296,11.56105329
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.046102263,2.130545803,1.207125557,-1.509244606,1.476720489,1.503120559,1.691114618,0.381324703,0.246600268,1.140009394,2.242488796,9.39075934,7.102209286,3.765558258
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.805389222,3.656620483,2.948876946,4.309998661,1.676630853,1.411939155,0.744354747,1.060074107,1.53027529,4.766695239,-0.097100766,4.786717047,2.85949506,2.921402273
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.477847585,2.10357935,-0.475428291,3.184662728,0.617302979,3.22087247,4.903415961,1.841357028,0.139060584,2.638918688,2.841670679,3.289470722,4.331201232,15.38462407,26.56084659,13.62876178,13.02427946,12.36979709,12.57242567,19.09417468,24.67589397,24.5060676,20.99108862,20.17948129,18.45681321,19.31469294,23.01545082,16.39686316,13.52885832,13.65556387,20.43349911,19.45584564,15.87707379,14.41126444,10.87407568,8.93451416,8.194552176,5.536002668,4.766225724,2.63663306,3.151181625,3.373968322,3.629358719,3.530650278,2.898848108,3.545072733,3.195946841,2.895003215,4.152797081,1.210072692,4.712989078,3.329853234,1.501526962,-0.921269454,-1.312260964,-1.735888048,-0.825653978,1.12125452,0.625621413,0.253007522,-1.247983556,1.22382501,9.645259813,3.464801285,2.741490458
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06721548,2.154928099,2.312916782,3.475806938,4.25195322,3.858829225,8.033273277,-0.30865478,3.436509059,3.033472803,2.41077704,-0.043999786,-0.983603056,-0.515448031,1.650389944,0.908458256,0.804102313,0.598149765,-0.740732597,1.219511939,2.580539259,2.696122698,1.086153651
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.560852828,6.821617536,11.35576113,1.859102547,3.859509098,6.214123931,3.781807547,4.343371313,3.418361697,2.388720328,4.448441999,4.424536552,3.751861867,3.69998398,3.214440622,4.261051274,6.885128233,6.206575923,2.869927529
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.677157904,12.20015444,8.10202207,2.952300964,3.733377577,4.977735637,2.391935213,1.901251819,0.852630498,-1.001734328,0.836008062,1.904656155,1.282842884,2.087230892,0.993337023,5.032855746,6.115055501,2.821103351,2.903952264
High income,HIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.424436612,2.09199839,2.216207889,2.609323082,3.107665459,2.786797458,4.671452487,1.438135383,2.23148916,3.413745477,2.710119177,1.504723303,1.041196212,0.330027165,0.394769307,1.589094136,1.881108014,1.615199887,0.598986331,2.518371096,7.351651553,4.833723628,2.35166356
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.000251604,2.035027134,4.303154841,0.579441418,2.292890886,5.30524893,4.053909509,4.337993421,4.42364532,2.990848193,2.409307439,1.493872439,2.40613432,2.883208538,0.250962021,1.568758344,1.881367072,2.096605112,1.729721191
Honduras,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.674155569,7.69050972,7.674166394,8.113790971,8.809060748,5.577752077,6.936214709,11.40342708,5.496342738,4.69889065,6.762279573,5.196186155,5.161898986,6.129249303,3.15783118,2.724612233,3.934360844,4.347349378,4.365871598,3.46841178,4.480879634,9.089639115,6.663251803,4.606210981
Heavily indebted poor countries (HIPC),HPC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.680570785,14.15196661,4.415003748,4.827341901,6.381095825,6.014294423,5.161898986,3.969860452,3.77406982,4.664662358,4.975951506,3.067359961,2.802703079,3.483935675,4.480879634,9.573371186,7.126974821,4.530612673
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.189825915,2.899282756,6.076968388,2.378528459,1.030555053,2.272727273,3.412073491,2.216582064,-0.21519616,-0.464499005,-1.125,1.129372103,1.50012501,0.771820346,0.154811375,2.554506996,10.78058068,7.941281776,2.972004776
Haiti,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26903547,3.004394216,9.333221976,13.31672224,7.032874062,28.69957779,21.03183393,13.97300833,11.34521522,6.557227726,15.28177448,0.39388604,4.827341901,6.332794838,5.018041554,4.765024048,3.4381666,6.731840697,11.50290739,10.68008872,12.48141112,18.70378257,22.79631136,16.84152402,33.98393195,36.81351628,26.94905641
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,4.661413944,6.835805083,7.279895733,8.467854876,6.942345019,5.291661701,8.674314177,15.72354907,17.149152,28.36959965,34.81754291,23.65572078,22.46423461,18.86807499,28.30546837,23.46903019,18.30507441,14.15378965,9.997744093,9.803610169,9.116809117,5.265448216,4.661016949,6.744346796,3.561517114,3.930326038,7.958745165,6.042512539,4.211711712,4.855557957,3.929920989,5.652145171,1.73319985,-0.227566271,-0.06164468,0.394769307,2.348242812,2.850247926,3.338586354,3.326743858,5.110965344,14.60814395,17.12496597,3.703703704
IBRD only,IBD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.558514123,6.40656088,9.999487616,3.998954518,4.156727227,5.454973707,4.21238076,3.984712355,3.589220166,3.129002745,2.120817134,3.323894476,3.22703471,2.584058293,2.415130941,4.271663815,8.957735962,6.075243846,3.336750093
IDA & IBRD total,IBT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.149116065,6.487080378,10.22666633,4.202516612,4.03194542,5.789253288,4.611844322,4.338938483,3.516955514,3.15783118,2.818332881,3.44637335,3.198347559,2.685373553,2.919244451,4.260207725,8.487308695,6.274396677,3.604522038
IDA total,IDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.557227726,11.05954661,4.29706573,3.733377577,6.27075303,5.323128471,4.815071521,3.477561057,3.163464574,3.371530035,3.892516254,2.96760366,2.726430374,3.483935675,4.186215065,8.064081968,7.102209286,3.922063303
IDA blend,IDB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.134913133,7.40385437,0.991103481,3.250344092,4.693158686,4.177635871,2.581170373,1.201399645,1.374885426,1.650389944,1.147653393,2.480308432,1.989587441,2.11018902,3.46677877,6.327520073,4.564577198,3.466373147
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,15.47987733,12.39946851,4.233745877,6.521740919,31.04188243,40.4918116,19.16569166,19.82864999,11.05208465,8.112594257,16.23276953,18.03542213,12.26590759,9.445425349,11.79973821,10.45503922,4.724535185,5.822665767,9.278654066,8.045356715,6.415540799,7.819197565,9.419067843,7.523510062,9.671910893,8.531998292,9.420303006,7.973280965,6.226151549,58.45104135,20.47783244,3.688620371,11.50011606,11.90012003,6.757312563,6.064061891,10.45320019,13.10867099,6.40656088,10.22666633,4.386413118,5.13420639,5.356048491,4.279514269,6.412494579,6.394928824,6.363120612,3.525804528,3.808798577,3.198347559,3.030584609,1.919835273,1.56007883,4.209464637,3.669386549,2.181512736
IDA only,IDX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01243669,11.80368259,4.622947783,4.763116275,6.429396811,5.941301316,5.009646453,4.129243069,3.550759674,3.958888466,4.447699374,3.067359961,2.867588034,4.201793122,4.480879634,9.458012813,7.120867169,4.190817213
